claim,claim_en,verdict,train_mask,val_mask,test_mask
"ലഡാക്കില്‍ ഇന്ത്യ-ചൈന സംഘര്‍ഷത്തില്‍ മരിച്ച ചൈനീസ്
സൈനികരുടെ പട്ടികയും അന്തിമ ക്രമങ്ങളുടെ ചിത്രങ്ങള്‍.","Chinese killed in India-China clash in Ladakh
List of soldiers and pictures of final arrangements.",misinformation,False,True,False
ভিডিওর দাবি ১৫ জুন গালওয়ান উপত্যকায় ভারত ও চিনের সেনাদের সংঘর্ষ,The video claims that Indian and Chinese troops clashed in the Galwan Valley on June 15,misinformation,False,True,False
This video shows one of the Indian soldiers killed in a deadly border clash between Chinese and Indian troops in Galwan Valley in June 2020,This video shows one of the Indian soldiers killed in a deadly border clash between Chinese and Indian troops in Galwan Valley in June 2020,misinformation,False,True,False
Video shows deadly border clash between Indian and Chinese soldiers in mid-June 2020,Video shows deadly border clash between Indian and Chinese soldiers in mid-June 2020,misinformation,False,True,False
गालवान घाटी में चीनी सैनिकों से झड़प में घायल भारतीय सैनिकों के वीडियो.,Videos of Indian soldiers injured in clash with Chinese soldiers in Galwan Valley.,misinformation,False,True,False
प्रधानमंत्री नरेंद्र मोदी महामारी और आर्थिक मंदी के दौर में बत्तखों के साथ फोटो खिंचवा रहे हैं.,Prime Minister Narendra Modi is photographing with ducks in the era of epidemic and economic slowdown.,misinformation,True,False,False
Movie stars Ranveer Singh and Deepika Padukone campaigned for BJP.,Movie stars Ranveer Singh and Deepika Padukone campaigned for BJP.,misinformation,True,False,False
Claim deepika and ranveer are not campaigning for bjp,Claim deepika and ranveer are not campaigning for bjp,misinformation,True,False,False
बॉलीवुड दंपत्ति रणवीर सिंह और दीपिका पादुकोण बीजेपी के लिए प्रचार कर रहे हैं.,Bollywood couple Ranveer Singh and Deepika Padukone are campaigning for BJP.,misinformation,True,False,False
बुर्का पहने दो हिन्दू लड़कियों ने नागरिकता कानून के विरोध में बैठी महिलाओं के बीच जा कर पाकिस्तान जिंदाबाद के नारे लगाए.,Two Hindu girls wearing burqa went to the women sitting in protest against the citizenship law and raised slogans of Pakistan Zindabad.,misinformation,True,False,False
CAA और NRC के समर्थन में लोग बंगाल की सड़कों पर उतर आए हैं.,People have come out on the streets of Bengal in support of CAA and NRC.,misinformation,False,True,False
